auc,precision,recall,accuracy,model,sampling,rep
0.9223392012275692,0.8643617021276596,0.9373712402142563,0.8545714285714285,node_nonetwork,edge,16
0.922689792644185,0.8784206411258796,0.9258343634116193,0.8597142857142858,node_basic,edge,16
0.9231659518518561,0.8786578228638314,0.9278945199835188,0.8611428571428571,node_full,edge,16
0.9312740983599004,0.8854452726559435,0.9299546765554182,0.868,egoalter_basic,edge,16
0.9330719833682197,0.8805275407292474,0.9353110836423568,0.8671428571428571,egoalter_full,edge,16
0.9117736530757423,0.8775909268674228,0.9136807817589576,0.85,node_nonetwork,node,17
0.912035347011619,0.878716744913928,0.9144951140065146,0.8514285714285714,node_basic,node,17
0.9121511787537284,0.8780297107114934,0.9144951140065146,0.8508571428571429,node_full,node,17
0.9209551711657743,0.8893265064986215,0.9193811074918566,0.8631428571428571,egoalter_basic,node,17
0.9211922947321127,0.8897203623473808,0.9197882736156352,0.8637142857142858,egoalter_full,node,17
0.9123210740829537,0.8532588454376164,0.9447422680412371,0.8491428571428571,node_nonetwork,deg,17
0.9125830736034525,0.8588146470366176,0.9381443298969072,0.8502857142857143,node_basic,deg,17
0.9127054423399664,0.8585972850678733,0.9389690721649484,0.8505714285714285,node_full,deg,17
0.9204411412131384,0.8654503990877993,0.9389690721649484,0.8565714285714285,egoalter_basic,deg,17
0.9200636777751139,0.8686521573119511,0.9381443298969072,0.8588571428571429,egoalter_full,deg,17
0.9141257616121119,0.8689338937714941,0.9296811120196239,0.8528571428571429,node_nonetwork,edge,17
0.914616823966946,0.8705701078582434,0.9239574816026165,0.8508571428571429,node_basic,edge,17
0.9146463032236343,0.8713405238828967,0.9247751430907605,0.852,node_full,edge,17
0.9233337625926851,0.8841201716738197,0.9264104660670482,0.8637142857142858,egoalter_basic,edge,17
0.9238298674519527,0.8840466926070039,0.92886345053148,0.8651428571428571,egoalter_full,edge,17
0.9149431570377693,0.8796696814785686,0.9149284253578732,0.8531428571428571,node_nonetwork,node,18
0.9153533180201398,0.8810086682427108,0.914519427402863,0.854,node_basic,node,18
0.9154525630215451,0.880362062180244,0.9149284253578732,0.8537142857142858,node_full,node,18
0.9233541709068706,0.8872180451127819,0.9169734151329243,0.8605714285714285,egoalter_basic,node,18
0.9237371945841693,0.888318863456985,0.9206543967280164,0.8637142857142858,egoalter_full,node,18
0.9185880341247207,0.8782778864970646,0.9211822660098522,0.8562857142857143,node_nonetwork,deg,18
0.9179958054002,0.8879935535858179,0.9047619047619048,0.8542857142857143,node_basic,deg,18
0.9181142511451041,0.8876811594202898,0.9051724137931034,0.8542857142857143,node_full,deg,18
0.9268402687753867,0.8943747470659652,0.9072249589490968,0.8608571428571429,egoalter_basic,deg,18
0.9283437966838278,0.8908366533864542,0.9178981937602627,0.8645714285714285,egoalter_full,deg,18
0.9145256454887295,0.8751458576429405,0.9194932570494483,0.852,node_nonetwork,edge,18
0.9147914903261586,0.8832145684877276,0.911728647323253,0.854,node_basic,edge,18
0.9142427244865605,0.8844779674473998,0.9105026563138537,0.8542857142857143,node_full,edge,18
0.9245990303066995,0.8886255924170616,0.9194932570494483,0.8631428571428571,egoalter_basic,edge,18
0.9248039442835793,0.8863099921321794,0.9207192480588475,0.862,egoalter_full,edge,18
0.9164039254540292,0.8671248568155785,0.9322660098522167,0.8534285714285714,node_nonetwork,node,19
0.913529590602121,0.8753894080996885,0.922824302134647,0.8548571428571429,node_basic,node,19
0.9128706155783548,0.8717054263565891,0.9232348111658456,0.852,node_full,node,19
0.9182897977702877,0.8787759905845429,0.9195402298850575,0.8557142857142858,egoalter_basic,node,19
0.921683056162574,0.8786578228638314,0.9244663382594417,0.8585714285714285,egoalter_full,node,19
0.9144843007128277,0.8802371541501977,0.9115841178878428,0.8517142857142858,node_nonetwork,deg,19
0.9128163760997672,0.8929301185124643,0.8943921408104789,0.8514285714285714,node_basic,deg,19
0.9138797893775624,0.8901499797324686,0.898894801473598,0.852,node_full,deg,19
0.9163536000179688,0.8999584889995849,0.8874334834220221,0.8525714285714285,egoalter_basic,deg,19
0.9216141265895531,0.8975193167954453,0.9033974621367171,0.8605714285714285,egoalter_full,deg,19
0.9200393325042658,0.8686521573119511,0.9342915811088296,0.856,node_nonetwork,edge,19
0.9196406088825906,0.8816568047337278,0.917864476386037,0.8571428571428571,node_basic,edge,19
0.919339445296006,0.8756819953234607,0.9227926078028748,0.8551428571428571,node_full,edge,19
0.9248814722696205,0.8969450101832994,0.9043121149897331,0.8611428571428571,egoalter_basic,edge,19
0.9289072697650654,0.8860265417642467,0.9322381930184805,0.8694285714285714,egoalter_full,edge,19
0.9263120556618006,0.8858144972720187,0.9273765809873521,0.8654285714285714,node_nonetwork,node,20
0.9264139576111227,0.884690299961044,0.9265605875152999,0.864,node_basic,node,20
0.926040576422767,0.8835669781931464,0.9257445940432476,0.8625714285714285,node_full,node,20
0.931502054179944,0.8898007033997656,0.9290085679314566,0.8697142857142857,egoalter_basic,node,20
0.9319839492761656,0.8880655226209049,0.9290085679314566,0.8682857142857143,egoalter_full,node,20
0.9278726592897768,0.8853354134165367,0.9253974724826742,0.8637142857142858,node_nonetwork,deg,20
0.9275985470493803,0.8924731182795699,0.9135752140236445,0.8622857142857143,node_basic,deg,20
0.9277815481189632,0.8922465208747515,0.9147982062780269,0.8628571428571429,node_full,deg,20
0.9360088089706345,0.8998803350618269,0.9196901752955564,0.872,egoalter_basic,deg,20
0.9368066157612203,0.8981774960380349,0.9241744802282919,0.8734285714285714,egoalter_full,deg,20
0.9294902328945799,0.873137179977073,0.9407163441745574,0.8639611317519291,node_nonetwork,edge,20
0.9296014282251456,0.8795973674022455,0.9353643474680938,0.8662474992855101,node_basic,edge,20
0.9296410583948627,0.8797370456303171,0.9365994236311239,0.8671048871106031,node_full,edge,20
0.9371888743108006,0.8872854914196567,0.9365994236311239,0.8733923978279509,egoalter_basic,edge,20
0.9364932301666391,0.8790199081163859,0.9452449567723343,0.8716776221777651,egoalter_full,edge,20
0.9220631065018524,0.9029244516653128,0.9032913449817147,0.8637142857142858,node_nonetwork,node,21
