Y_true,Y_no_model,Y_hat_node_nonetwork,Y_hat_node_basic,Y_hat_node_full,Y_hat_edge_nonetwork,Y_hat_edge_basic,Y_hat_edge_full,Y_hat_egoalter_basic,Y_hat_egoalter_full,majority_group_homophily,majority_group_homophily_normalized,sampling,rep
2280.6515058870723,2035.9679657273755,2274.904445802202,2258.930634866602,2259.022946052064,2213.66443686631,2212.7957274293276,2241.6862448562247,2270.190136933945,2265.2855075956545,0.8145183949596687,0.3817279831988958,node,1
2280.6515058870723,1520.7630170584382,2258.3609457751863,2240.8039596405147,2240.4999865896325,2161.9463099094805,1998.2769368891256,1962.5508616945244,2239.403199247492,2238.6024020628997,0.8145183949596687,0.3817279831988958,deg,1
2280.6515058870723,2190.892824026577,2303.175756002425,2311.662428354665,2311.8157530946414,2223.4143743678233,2252.0570939587938,2260.9869395799474,2312.15744844716,2301.632616867706,0.8145183949596687,0.3817279831988958,edge,1
2292.249983792872,2396.713565897044,2325.9201873216052,2323.8388905370693,2333.6651154311016,2161.8748728230325,2165.6515932700167,2095.2183320120052,2334.244071581527,2340.467899382962,0.8186607084974543,0.3955356949915145,node,2
2292.249983792872,1513.516367312585,2194.91045535137,2216.8673089110034,2217.945754830534,1902.5384922070518,1955.2695057712613,1997.98754251767,2237.338300719442,2223.462908200369,0.8186607084974543,0.3955356949915145,deg,2
2292.249983792872,2249.745088959375,2262.873546898982,2256.9737884575725,2257.320404794016,2223.546980160575,2270.0833851842503,2276.914317009148,2256.7149046864456,2246.2593929027757,0.8186607084974543,0.3955356949915145,edge,2
2259.867237864669,2531.410527114447,2315.012092718894,2303.9759103533784,2314.4982856034044,2372.555348738428,2395.8060589360443,2393.524194573252,2316.2400367189666,2303.5680047382916,0.8070954420945246,0.3569848069817486,node,3
2259.867237864669,1423.1079527838963,2227.154637619691,2254.1061398986476,2253.0025314756685,2061.618231829547,2051.3196369474845,2094.7258973677835,2267.6011717350084,2229.414411242918,0.8070954420945246,0.3569848069817486,deg,3
2259.867237864669,2455.7380253723227,2292.4418095073347,2304.593664689845,2305.5044072460423,2278.6237417474968,2342.1763378586497,2344.3178769560973,2301.899265501445,2317.1031273872363,0.8070954420945246,0.3569848069817486,edge,3
2273.6339410007654,2335.2504651954514,2282.488350654362,2239.092848731948,2238.5868477720123,2391.0168583652826,2406.8341892739186,2409.489976405889,2226.439397431357,2207.6020070703657,0.8120121217859876,0.3733737392866254,node,4
2273.6339410007654,1538.9289506916512,2229.301385254909,2251.642938131828,2244.914307732114,2162.39724303424,2040.7225036437014,2003.4665741253264,2234.8510294518674,2241.502952926787,0.8120121217859876,0.3733737392866254,deg,4
2273.6339410007654,2258.1353375511244,2195.275100013142,2242.9342711281743,2241.642733119688,2186.729720438288,2249.067930673071,2247.652702447939,2194.4805622528497,2216.6990360887326,0.8120121217859876,0.3733737392866254,edge,4
2278.078848549458,2443.566855485463,2372.8238045021417,2395.5677582334038,2360.185712248733,2405.495231528194,2374.702042592935,2218.478995295504,2393.8707022123303,2375.802484233223,0.8135995887676636,0.37866529589221204,node,5
2278.078848549458,1416.333874948354,2122.5488561678258,2073.708400280841,2073.223181180541,2064.5072957221073,1852.1137356947447,1767.2943882494812,2073.2432673248427,2074.7670260402606,0.8135995887676636,0.37866529589221204,deg,5
2278.078848549458,2342.8843856731796,2327.467922890859,2339.3782338112546,2339.9043550137803,2248.167015380538,2258.3666158437577,2253.014713177651,2331.905598911207,2321.761057306659,0.8135995887676636,0.37866529589221204,edge,5
2274.554282578721,2337.3315222861233,2306.319424806424,2304.4784842843296,2310.814812177747,2305.4334050284906,2324.30526848552,2265.120930539801,2309.786941312791,2309.167478066207,0.8123408152066861,0.37446938402228713,node,6
2274.554282578721,1608.0447629021983,2306.2793755270022,2362.552573736162,2363.831465306313,2184.804160391634,2246.019586366715,2277.955628671285,2356.7528854387774,2371.421119619651,0.8123408152066861,0.37446938402228713,deg,6
2274.554282578721,2120.6451152012314,2276.2343009493607,2291.7357370202894,2291.235434448097,2177.6193546678483,2203.1302474702575,2207.1672425303896,2281.4326562371393,2289.435421945542,0.8123408152066861,0.37446938402228713,edge,6
2283.830199351349,2173.722191019207,2197.852667807076,2230.1187907501403,2229.9911998092666,2261.4627967923934,2216.925815493958,2188.4486293575214,2223.8375641247217,2223.969111570946,0.8156536426254818,0.3855121420849394,node,7
2283.830199351349,1597.9656586151489,2324.4196638646295,2309.376991101544,2301.6610357714867,2380.0034581772497,2246.3600874569693,2199.270677683292,2266.460419784941,2299.420391941693,0.8156536426254818,0.3855121420849394,deg,7
2283.830199351349,2270.165047369682,2167.695901901291,2121.004438605979,2120.53674488808,2200.110719351196,2160.9159233006408,2148.417682923861,2081.650229642191,2114.194759123246,0.8156536426254818,0.3855121420849394,edge,7
2269.1527238100784,2364.5405611907304,2305.690605312742,2303.2808632501774,2298.557632733985,2343.992250812187,2372.531250852334,2435.026000770424,2290.658402784539,2294.662433544182,0.810411687075028,0.36803895691676003,node,8
2269.1527238100784,1669.1464083225792,2340.9941484696833,2336.341828661743,2333.679374903032,2210.857434960607,2118.199249650202,2109.7239446135995,2339.865609330369,2321.788155074902,0.810411687075028,0.36803895691676003,deg,8
2269.1527238100784,2505.876659862374,2439.7550509868097,2442.837562249973,2450.4479503553935,2383.400688774199,2403.622521287448,2414.9625799773726,2452.87930948523,2446.5299965014674,0.810411687075028,0.36803895691676003,edge,8
2279.5855275665954,2425.077654474229,2317.178335141008,2318.1928391392094,2325.4723094459982,2356.2376178218806,2375.294492672219,2370.502777735441,2319.4591033253814,2322.9559778954417,0.8141376884166412,0.38045896138880425,node,9
2279.5855275665954,1519.0534573935536,2239.4584454873093,2281.665709089812,2281.0417308268384,2137.9261916941523,2144.495280031403,2134.691040918804,2294.8072420720796,2298.3615703524993,0.8141376884166412,0.38045896138880425,deg,9
2279.5855275665954,2320.922065263824,2302.829178496406,2297.239756871095,2293.719844171513,2322.704907340948,2292.113885537396,2292.616684919066,2312.3620557203017,2287.3484177263836,0.8141376884166412,0.38045896138880425,edge,9
2253.472373804823,2241.225305155857,2205.3499091070175,2201.739421325695,2212.2684386393817,2037.116190087564,2110.2818563337923,2102.131358102905,2205.5044115403994,2215.4345381782227,0.804811562073151,0.34937187357717,node,10
2253.472373804823,1562.644302921895,2218.0989682194554,2246.7649437997884,2248.8668353115513,2156.1410873656205,2156.1820747997504,2150.8686025019624,2248.9094291473702,2258.4573762099985,0.804811562073151,0.34937187357717,deg,10
2253.472373804823,2248.6585829913856,2295.15093613175,2311.962831344939,2305.8508264779343,2336.9010225551356,2313.924189347321,2309.3217263217543,2341.0079691803053,2312.9697157400465,0.804811562073151,0.34937187357717,edge,10
2282.0395306827336,2354.1623669540354,2241.348337203064,2221.0209974705317,2212.388350716217,2180.564891782124,2230.590917685169,2125.0916689087203,2222.3805634457076,2224.1136088603894,0.8150141181009762,0.3833803936699209,node,11
2282.0395306827336,1515.8137231217347,2306.97294817936,2336.801801241906,2336.1871889246377,2267.488722157131,2214.000996271322,2228.966735418622,2325.7266638704505,2341.048070125232,0.8150141181009762,0.3833803936699209,deg,11
2282.0395306827336,2369.9983527985487,2395.869865461931,2386.0634415278264,2385.0576983598553,2365.5276993823936,2353.9639125328213,2349.1297393070076,2401.77921911778,2398.5323827716834,0.8150141181009762,0.3833803936699209,edge,11
2286.383023403727,2384.359477912735,2269.440066769427,2277.692677086757,2281.9853834658034,2289.2922079709037,2338.0140647304574,2330.9938257592157,2279.4733891000405,2283.2252015837535,0.816565365501331,0.38855121833776995,node,12
2286.383023403727,1706.882003429009,2369.271540057398,2355.719368747711,2356.173799890747,2301.7471397404315,2233.2919742561635,2220.8663753773235,2362.5497640804188,2359.4658930269507,0.816565365501331,0.38855121833776995,deg,12
2286.383023403727,2328.3580409332685,2228.1071268946152,2197.4467740659493,2196.8947132778153,2261.0451091447735,2246.1253453153004,2237.899296187944,2198.898470650387,2213.743824074368,0.816565365501331,0.38855121833776995,edge,12
2278.0563305032415,2310.740774655785,2282.4078227677787,2267.545364759626,2265.8643764215617,2216.8753926837617,2230.0631757455017,2190.721056723221,2267.8420529225186,2256.936467943226,0.8135915466083006,0.37863848869433536,node,13
2278.0563305032415,1609.6482498324208,2313.7350580355906,2296.565633353129,2298.3260670760524,2194.0104364978033,2048.1944504734097,2105.0997290357973,2294.6709197657046,2304.180781342023,0.8135915466083006,0.37863848869433536,deg,13
2278.0563305032415,2188.994313203422,2395.27081720723,2336.3740233225785,2336.6396276137975,2340.1386877429613,2287.1813736828203,2313.8288385881665,2342.7636781089004,2343.236047649869,0.8135915466083006,0.37863848869433536,edge,13
2279.990053161688,2200.923918727146,2259.2142708089173,2274.0723777705343,2308.1457465212234,2095.8682305131706,2071.987388639736,2110.1077537372516,2291.5307769210012,2300.9203796580746,0.81428216184346,0.38094053947820017,node,14
2279.990053161688,1597.264234843831,2294.484800369318,2294.75412238669,2294.3989751806566,2162.496379780211,2147.2131696347274,2186.374123224721,2305.7669461682167,2298.4724895256268,0.81428216184346,0.38094053947820017,deg,14
2279.990053161688,2521.164467481129,2318.2377079004223,2322.792170312665,2319.3564305009754,2383.6628028747864,2436.5998411642418,2416.159916169509,2335.643037723117,2320.8073613849865,0.81428216184346,0.38094053947820017,edge,14
2274.728544207253,2259.261595353094,2337.2212165147366,2322.2488037390153,2323.8270989788402,2308.804997150854,2346.4492389547713,2310.622177953298,2322.7077005009496,2324.737044098788,0.8124030515025904,0.3746768383419681,node,15
2274.728544207253,1476.9451144384464,2253.0885591101564,2276.00607001494,2273.7926834189225,2016.0227653551055,1980.93818497112,1991.1781880255794,2280.427959487633,2273.461125993134,0.8124030515025904,0.3746768383419681,deg,15
2274.728544207253,2402.3974973614572,2374.5850610306684,2371.9885716221434,2370.393308932871,2387.9410613145,2413.6411024974636,2427.019354143858,2379.9983382808036,2364.8239862368714,0.8124030515025904,0.3746768383419681,edge,15
2264.119809661813,2127.3948799444156,2334.2864509800143,2332.9951905544976,2332.835896142024,2479.3250031826815,2440.896538451764,2449.922256444147,2345.9329361913697,2342.186155440867,0.8086142177363619,0.3620473924545397,node,16
2264.119809661813,1740.5903108714854,2276.4168108646754,2247.4185580316766,2245.8947372757893,2315.9066207431742,2214.651645337061,2170.593008391192,2247.5550728720436,2263.6565413103685,0.8086142177363619,0.3620473924545397,deg,16
2264.119809661813,2199.96653003189,2226.834661430357,2198.9130487310845,2203.753759767931,2195.2516127209215,2171.1504281685675,2144.7613729645923,2176.2397905185226,2211.3525224865475,0.8086142177363619,0.3620473924545397,edge,16
2278.1016294434767,2370.4351522667325,2223.404579471121,2229.65103424058,2212.79233334971,2260.925399092081,2266.7458082499566,2183.49864043763,2224.387186510513,2203.6583816183747,0.8136077248012417,0.37869241600413894,node,17
2278.1016294434767,1539.4293575801037,2221.6148050604597,2238.4315175387464,2238.082351903094,2063.5444552692206,2019.8649218014202,2064.16665107358,2258.1280230449133,2234.517162016352,0.8136077248012417,0.37869241600413894,deg,17
2278.1016294434767,2285.693989605923,2332.2966637697778,2340.675258515242,2335.82664704798,2231.994939190864,2258.5308941447056,2247.154770792164,2381.7180146189185,2357.9992845012184,0.8136077248012417,0.37869241600413894,edge,17
2273.4154863262356,1955.1116457814933,2194.733100956408,2185.611109597012,2185.5156617963867,2157.345003798606,2176.848923465506,2185.669820284836,2192.9432510166607,2186.0881564147444,0.8119341022593699,0.37311367419789976,node,18
2273.4154863262356,1523.1463542195997,2202.1967101877485,2201.7792323435324,2203.6378828326733,1993.4199639159833,1943.776251795406,1925.928355011062,2207.5832940321,2220.9308891873525,0.8119341022593699,0.37311367419789976,deg,18
2273.4154863262356,2085.5232292861447,2242.908073296971,2217.662843746251,2217.074962537118,2201.261035029927,2146.849208363151,2135.228552157428,2224.6254525455192,2225.820638293768,0.8119341022593699,0.37311367419789976,edge,18
2259.194251012611,2396.5607264250275,2204.0436858401495,2220.695468911072,2196.636969867813,2281.93986340903,2278.7409003189878,2265.702022746195,2219.824806621628,2220.8301479313673,0.8068550896473611,0.35618363215787036,node,19
2259.194251012611,1506.2709965937283,2212.6987200309,2277.068842556687,2279.7216752628315,2170.091912626189,2171.387576013623,2181.486029442369,2236.1341536122377,2260.3490042561284,0.8068550896473611,0.35618363215787036,deg,19
