Y_true,Y_no_model,Y_hat_node_nonetwork,Y_hat_node_basic,Y_hat_node_full,Y_hat_edge_nonetwork,Y_hat_edge_basic,Y_hat_edge_full,Y_hat_egoalter_basic,Y_hat_egoalter_full,majority_group_homophily,majority_group_homophily_normalized,sampling,rep
2146.5881078504744,2125.015147002428,2004.3016421320424,2019.9991898236049,2017.7435522901117,2056.9077493417603,2032.3909385714078,2037.0699840809648,2055.9708075891494,2069.062971241472,0.766638609946598,0.2221286998219936,node,1
2146.5881078504744,1241.0968547552468,2017.9533598982307,1972.1880275540507,1968.4517142450609,2185.951394039264,2055.2780728141297,2034.6775240040583,2036.177544794533,2051.4734620122545,0.766638609946598,0.2221286998219936,deg,1
2146.5881078504744,1952.9738400034546,1987.5594855597162,1980.2505017359958,1980.6020440870248,2086.6419188304376,2011.112487578575,2023.1603034312618,2034.2516520330917,2059.8442785836555,0.766638609946598,0.2221286998219936,edge,1
2175.0414860622086,2151.811758314407,2098.637225554992,2083.0570950471924,2084.625598860691,2283.0659010087666,2295.682210548844,2308.498334292589,2154.6417631770064,2162.1410749392385,0.7768005307365031,0.2560017691216772,node,2
2175.0414860622086,1521.2112480338205,2192.6858770703907,2183.248756284376,2191.176606110659,2384.3477336434235,2299.070442207749,2268.719382496112,2200.354458387355,2239.435487792691,0.7768005307365031,0.2560017691216772,deg,2
2175.0414860622086,2270.05079699198,2086.9405311867663,2075.7072717048277,2075.998145933348,2193.3810574516847,2156.8988028606655,2159.5231410188994,2126.4918589251592,2128.7683561848817,0.7768005307365031,0.2560017691216772,edge,2
2172.18842664822,2106.562737053074,1967.9070258366435,1966.6769019818692,1966.4138404560947,2121.2147505524904,2144.451168874904,2142.924413089043,2053.634069021745,2058.143911264795,0.7757815809457927,0.25260526981930925,node,3
2172.18842664822,1326.774534136516,2189.7860418682935,2167.6063650607302,2169.1357518090335,2302.7024428878035,2199.1572749815673,2147.159974682993,2226.6368003671,2238.054739445792,0.7757815809457927,0.25260526981930925,deg,3
2172.18842664822,2119.7402647955514,2022.4796102904313,1978.8819301213794,1979.526154391991,2175.716954308309,2101.3770329073745,2095.8217177810834,2027.8653299971386,2046.3439556634805,0.7757815809457927,0.25260526981930925,edge,3
2173.183729369987,2250.9512859546194,2055.52653352685,2070.272151902605,2069.808650199693,2181.790390696764,2134.4359150866126,2142.8779307462214,2110.8522133146466,2117.7069757000945,0.7761370462035667,0.25379015401188915,node,4
2173.183729369987,1558.8868993900028,2154.912200195854,2110.4962907849335,2112.8767819522955,2379.5745060633167,2260.188254477514,2201.7609433000453,2149.376702563094,2156.9270603855057,0.7761370462035667,0.25379015401188915,deg,4
2173.183729369987,2548.484941113183,2181.222769237138,2170.7393954732793,2169.6311723756835,2279.6804941882515,2273.5505826265053,2269.4090964817074,2208.187349668882,2236.091153739894,0.7761370462035667,0.25379015401188915,edge,4
2164.4426567724286,2252.933489467148,1969.0553054533282,1968.529469137885,1948.4848635636442,1998.9285761512442,2005.0006593592645,2011.5755992862562,2025.3135816285203,2043.3726801658704,0.7730152345615816,0.24338411520527214,node,5
2164.4426567724286,1502.9049648321952,2066.816766678194,2052.6339961382,2057.966847517212,2133.91767397573,2212.6218805433555,2241.3826450966194,2132.291753328944,2127.4640204647562,0.7730152345615816,0.24338411520527214,deg,5
2164.4426567724286,2165.3166946205424,2119.9027465742474,2094.456907767245,2097.430628864453,2231.9153160984433,2259.2274026606833,2257.0517893305123,2178.1472347636654,2173.978320069217,0.7730152345615816,0.24338411520527214,edge,5
2161.3325334733427,1910.3056888689086,1996.129417388212,1987.7288393741424,1993.893139794231,2079.3424684968177,2054.879529424338,2049.2163268557156,2060.827324481052,2075.721025680937,0.7719044762404795,0.2396815874682652,node,6
2161.3325334733427,1162.7686365132038,2046.2705118153463,2053.1178096451704,2050.8857955541785,2068.030577509225,2019.750167627278,2004.8656363678638,2096.510304632511,2117.5640516478993,0.7719044762404795,0.2396815874682652,deg,6
2161.3325334733427,2133.114782166094,2105.6313560841895,2080.812945792217,2080.812299051835,2196.689596889609,2171.3178866586964,2157.9443775188047,2120.1814795678815,2123.1626821673663,0.7719044762404795,0.2396815874682652,edge,6
2169.705082989893,2117.895839788418,1991.1543208102548,1980.8401430770791,1994.1872960266019,2141.801433403155,2104.0155046087516,2090.12650777721,2080.7922304088374,2067.9800611475735,0.7748946724963904,0.24964890832130157,node,7
2169.705082989893,1298.6659791388236,1900.9018016491955,1856.6537029281772,1859.3922092009068,2255.5157891844806,2106.1421801230435,2096.9743641802916,1900.207135626721,1948.3568632602291,0.7748946724963904,0.24964890832130157,deg,7
2169.705082989893,2381.324456337422,2162.781202135124,2170.626879154638,2162.7972268024464,2308.0842479475796,2301.4939181466207,2288.158965663831,2203.415552133358,2218.5802607725714,0.7748946724963904,0.24964890832130157,edge,7
2149.421691046664,2333.53404938071,2159.2740932576617,2177.287197703842,2168.003808579884,2318.343724617557,2342.411353360551,2344.532593777718,2215.3328356985635,2234.9107355436877,0.7676506039452371,0.22550201315079044,node,8
2149.421691046664,1269.2632783187619,1963.06486094027,1947.6870467225092,1949.457248849819,2122.570262819641,2038.289812667702,2017.5695828916728,1988.6947848612435,2018.0166943729544,0.7676506039452371,0.22550201315079044,deg,8
2149.421691046664,2192.0731402241654,2128.3948085195225,2114.8762808517,2115.180313436075,2214.551924463527,2233.7393567352433,2250.3739979648976,2159.87148194655,2176.9498883243973,0.7676506039452371,0.22550201315079044,edge,8
